chromo	strand	start	end	count	alt3	alt5	alt3+5	skip	constitLevel	inclLevel	3usageLevel	5usageLevel	alt3singleCount	alt3singleLoc	alt5singleCount	alt5singleLoc	alt3and5singleCount	alt3and5singleLoc	OnlyESTexonCount	OnlyESTexons	genename
chr5	+	90485524	90485684	12	8	0	0	0	0.600	1.000	0.600	1.000	8	90485534	0	#	0	#	0	#	POLR3G
chr5	+	93585182	93585486	2	2	0	0	0	0.500	1.000	0.500	1.000	1,1	93585260,93585266	0	#	0	#	0	#	NR2F1
chr5	+	95413946	95414190	28	4	0	0	0	0.875	1.000	0.875	1.000	2,2	95414085,95413983	0	#	0	#	1	chr5+95413946-95414186	FAM81B
chr5	+	96765220	96765325	66	11	0	0	0	0.857	1.000	0.857	1.000	11	96765223	0	#	0	#	3	chr5+96765223-96765322,chr5+96765220-96765322	CAST
chr5	+	98770597	98770673	8	1	0	0	0	0.889	1.000	0.889	1.000	1	98770352	0	#	0	#	0	#	RGMB
chr5	+	98773952	98774206	6	1	0	0	0	0.857	1.000	0.857	1.000	1	98773955	0	#	0	#	1	chr5+98774133-98774206	RGMB
chr5	+	113584301	113584479	8	1	0	0	0	0.889	1.000	0.889	1.000	1	113584327	0	#	0	#	0	#	YTHDC2
chr5	+	116005911	116005967	9	3	0	0	0	0.750	1.000	0.750	1.000	3	116005788	0	#	0	#	0	#	LVRN
chr5	+	119110150	119110283	7	1	0	0	0	0.875	1.000	0.875	1.000	1	119110154	0	#	0	#	1	chr5+119110150-119110280	DMXL1
chr5	+	119216900	119216987	10	2	0	0	0	0.833	1.000	0.833	1.000	2	119216904	0	#	0	#	0	#	DMXL1
chr5	+	119635030	119635086	3	1	0	0	0	0.750	1.000	0.750	1.000	1	119635027	0	#	0	#	0	#	FAM170A
chr5	-	123389923	123390140	5	2	0	0	0	0.714	1.000	0.714	1.000	1,1	123390365,123390836	0	#	0	#	0	#	CEP120
chr5	+	123590412	123590558	9	5	0	0	0	0.643	1.000	0.643	1.000	5	123590409	0	#	0	#	0	#	CSNK1G3
chr5	-	126878184	126878394	6	5	0	0	0	0.545	1.000	0.545	1.000	5	126878243	0	#	0	#	0	#	MARCH3
chr5	-	131973265	131973400	17	4	0	0	0	0.810	1.000	0.810	1.000	4	131973358	0	#	0	#	0	#	ACSL6,CTB-127M13.1
chr5	+	132748346	132748475	5	1	0	0	0	0.833	1.000	0.833	1.000	1	132748343	0	#	0	#	0	#	CCNI2
chr5	+	132751965	132752196	5	1	0	0	0	0.833	1.000	0.833	1.000	1	132751917	0	#	0	#	0	#	CCNI2
chr5	-	132763705	132763892	19	15	0	0	0	0.559	1.000	0.559	1.000	15	132763886	0	#	0	#	1	chr5-132763703-132763840	SEPT8
chr5	-	132864136	132864300	2	4	0	0	0	0.333	1.000	0.333	1.000	2,0,2	132864313,132865361,132864380	0	#	0	#	0	#	GDF9
chr5	-	133220747	133220866	6	1	0	0	0	0.857	1.000	0.857	1.000	1	133220993	0	#	0	#	0	#	FSTL4
chr5	-	133249409	133249576	8	1	0	0	0	0.889	1.000	0.889	1.000	1	133249565	0	#	0	#	0	#	FSTL4
chr5	-	133992945	133993018	556	154	0	0	0	0.783	1.000	0.783	1.000	150,4	133993015,133993012	0	#	0	#	6	chr5-133992945-133993023,chr5-133992945-133993016,chr5-133992945-133993014,chr5-133992948-133993018,chr5-133992954-133993018,chr5-133992944-133993017	VDAC1
chr5	+	134674614	134674775	3	1	0	0	0	0.750	1.000	0.750	1.000	1	134674625	0	#	0	#	0	#	SEC24A
chr5	+	135629236	135629376	1	1	0	0	0	0.500	1.000	0.500	1.000	1	135629239	0	#	0	#	0	#	CTC-321K16.1
chr5	-	137859055	137859263	4	1	0	0	0	0.800	1.000	0.800	1.000	1	137859214	0	#	0	#	1	chr5-137859055-137859298	RP11-381K20.2
chr5	+	137892479	137892613	12	4	0	0	0	0.750	1.000	0.750	1.000	2,2	137892523,137892566	0	#	0	#	0	#	PKD2L2
chr5	+	137907741	137907912	4	1	0	0	0	0.800	1.000	0.800	1.000	1	137907807	0	#	0	#	0	#	PKD2L2
chr5	-	138330986	138331218	22	11	0	0	0	0.667	1.000	0.667	1.000	11	138331214	0	#	0	#	1	chr5-138330986-138331211	CDC25C
chr5	+	138344824	138345609	6	3	0	0	0	0.667	1.000	0.667	1.000	3	138345395	0	#	0	#	5	chr5+138344824-138345236,chr5+138344827-138345168,chr5+138344824-138345173,chr5+138344824-138344944	FAM53C
chr5	+	138445227	138445375	40	13	0	0	0	0.755	1.000	0.755	1.000	0,13	138445328,138445233	0	138445326	0	#	1	chr5+138445233-138445378	REEP2
chr5	-	138575237	138575372	3	1	0	0	0	0.750	1.000	0.750	1.000	1	138575396	0	#	0	#	2	chr5-138575237-138575381,chr5-138575237-138575246	onlyEST
chr5	-	140042369	140042544	4	1	0	0	0	0.800	1.000	0.800	1.000	1	140042830	0	#	0	#	0	#	onlyEST
chr5	-	140342634	140342812	13	2	0	0	0	0.867	1.000	0.867	1.000	2	140342762	0	#	0	#	1	chr5-140342771-140342812	HBEGF
chr5	+	140360811	140360972	5	1	0	0	0	0.833	1.000	0.833	1.000	1	140360739	0	#	0	#	0	#	SLC4A9
chr5	+	140363727	140363902	5	1	0	0	0	0.833	1.000	0.833	1.000	1	140363760	0	#	0	#	0	#	SLC4A9
chr5	+	140438460	140438617	38	11	0	0	0	0.776	1.000	0.776	1.000	7,4	140438502,140438493	0	#	0	#	2	chr5+140438502-140438605,chr5+140438502-140438608	ANKHD1-EIF4EBP3,ANKHD1
chr5	+	140537388	140537589	14	12	0	0	0	0.538	1.000	0.538	1.000	12	140537337	0	#	0	#	0	#	ANKHD1-EIF4EBP3,ANKHD1
chr5	-	140633068	140633192	8	3	0	0	0	0.727	1.000	0.727	1.000	1,2	140633292,140633186	0	#	0	#	1	chr5-140633068-140633418	CD14
chr5	+	140642924	140643041	14	4	0	0	0	0.778	1.000	0.778	1.000	4	140642906	0	#	0	#	0	#	TMCO6
chr5	-	141649394	141649530	31	4	0	0	0	0.886	1.000	0.886	1.000	4	141649536	0	#	0	#	1	chr5-141649399-141649530	FCHSD1
chr5	-	141679962	141680471	4	4	0	0	0	0.500	1.000	0.500	1.000	1,3	141680091,141680503	0	#	0	#	1	chr5-141680216-141680503	ARAP3
chr5	+	145937822	145938306	4	1	0	0	0	0.800	1.000	0.800	1.000	1	145937819	0	#	0	#	1	chr5+145937822-145938120	SH3RF2
chr5	-	146085460	146085597	6	4	0	0	0	0.600	1.000	0.600	1.000	4	146085562	0	#	0	#	0	#	PLAC8L1
chr5	+	147595424	147595540	3	2	0	0	0	0.600	1.000	0.600	1.000	2	147595439	0	#	0	#	0	#	JAKMIP2-AS1
chr5	+	148070322	148070450	22	8	0	0	0	0.733	1.000	0.733	1.000	8	148070379	0	#	0	#	0	#	SPINK5
chr5	+	148274346	148274384	5	1	0	0	0	0.833	1.000	0.833	1.000	1	148274343	0	#	0	#	2	chr5+148274339-148274384	SPINK13
chr5	+	149365941	149366153	12	2	0	0	0	0.857	1.000	0.857	1.000	2	149366118	0	#	0	#	1	chr5+149365979-149366153	PCYOX1L
chr5	+	149618937	149619042	9	3	0	0	0	0.750	1.000	0.750	1.000	3	149619003	0	#	0	#	0	#	ARHGEF37
chr5	-	149903647	149903695	6	1	0	0	0	0.857	1.000	0.857	1.000	1	149903861	0	#	0	#	0	#	PDE6A
chr5	-	150069872	150070063	8	1	0	0	0	0.889	1.000	0.889	1.000	1	150069925	0	#	0	#	0	#	CSF1R
chr5	-	150155396	150155833	2	2	0	0	0	0.500	1.000	0.500	1.000	1,1	150155595,150155721	0	#	0	#	0	#	onlyEST
chr5	-	151512164	151512606	6	2	0	0	0	0.750	1.000	0.750	1.000	2	151512348	0	#	0	#	0	#	FAT2
chr5	+	153705696	153706067	14	2	0	0	0	0.875	1.000	0.875	1.000	1,1	153705957,153706048	0	#	0	#	0	#	GRIA1
chr5	-	157057897	157057955	4	2	0	0	0	0.667	1.000	0.667	1.000	2	157058076	0	#	0	#	0	#	HAVCR1
chr5	-	157789362	157789513	18	9	0	0	0	0.667	1.000	0.667	1.000	9	157789567	0	#	0	#	0	#	CLINT1
chr5	-	158796344	158796475	18	3	0	0	0	0.857	1.000	0.857	1.000	3	158796478	0	#	0	#	0	#	EBF1
chr5	+	159111858	159111998	2	2	0	0	0	0.500	1.000	0.500	1.000	2	159111875	0	#	0	#	0	#	RP11-175K6.1
chr5	+	160198929	160199157	1	1	0	0	0	0.500	1.000	0.500	1.000	1	160199048	0	#	0	#	0	#	FABP6
chr5	-	160280524	160280738	8	1	0	0	0	0.889	1.000	0.889	1.000	1	160280948	0	#	0	#	0	#	CCNJL
chr5	+	168464728	168464962	14	8	0	0	0	0.636	1.000	0.636	1.000	8	168464710	0	#	0	#	1	chr5+168464710-168465015	WWC1
chr5	+	168467839	168467964	18	9	0	0	0	0.667	1.000	0.667	1.000	9	168467842	0	168467878	0	#	0	#	WWC1
chr5	-	168579255	168579345	1	1	0	0	0	0.500	1.000	0.500	1.000	1	168579413	0	#	0	#	10	chr5-168579255-168579342,chr5-168579255-168579339,chr5-168579255-168579419,chr5-168579255-168579390,chr5-168579255-168579362,chr5-168579255-168579341,chr5-168579255-168579408,chr5-168579255-168579447,chr5-168579255-168579426	onlyEST
chr5	-	168707975	168708100	14	2	0	0	0	0.875	1.000	0.875	1.000	2	168708121	0	#	0	#	0	#	SLIT3
chr5	+	173123079	173123202	8	1	0	0	0	0.889	1.000	0.889	1.000	1	173123171	0	#	0	#	2	chr5+173123079-173123196	CREBRF
chr5	-	176532003	176532193	10	10	0	0	0	0.500	1.000	0.500	1.000	3,1,5,1	176532132,176532098,176532129,176532093	0	#	0	#	0	#	RNF44
chr5	+	177370587	177370664	13	2	0	0	0	0.867	1.000	0.867	1.000	2	177370590	0	#	0	#	1	chr5+177370587-177370676	RGS14
chr5	-	177524184	177525205	8	1	0	0	0	0.889	1.000	0.889	1.000	1	177524511	0	#	0	#	0	#	FAM193B
chr5	+	178119553	178119913	8	1	0	0	0	0.889	1.000	0.889	1.000	1	178119556	0	#	0	#	1	chr5+178119553-178119718	N4BP3
chr5	-	178768469	178768667	3	1	0	0	0	0.750	1.000	0.750	1.000	1	178768664	0	#	0	#	0	#	onlyEST
chr5	+	178912981	178913071	16	3	0	0	0	0.842	1.000	0.842	1.000	3	178912978	0	#	0	#	0	#	ZFP2
chr5	+	178942684	178942824	8	6	0	0	0	0.571	1.000	0.571	1.000	6	178942687	0	#	0	#	0	#	ZNF454
chr5	-	178988934	178989135	2	2	0	0	0	0.500	1.000	0.500	1.000	1,1	178989140,178989038	0	#	0	#	0	#	GRM6
chr5	-	179642325	179642489	3	2	0	0	0	0.600	1.000	0.600	1.000	1,1	179642501,179642440	0	#	0	#	0	#	C5orf60
chr5	+	180494574	180494763	2	2	0	0	0	0.500	1.000	0.500	1.000	1,1	180494727,180494616	0	#	0	#	1	chr5+180494647-180494763	CNOT6
chr5	+	181234931	181234995	7	1	0	0	0	0.875	1.000	0.875	1.000	1	181234911	0	#	0	#	0	#	TRIM41
chr6	+	397107	397252	17	3	0	0	0	0.850	1.000	0.850	1.000	3	397110	0	#	0	#	1	chr6+397055-397252	IRF4
chr6	-	3190826	3191230	3	2	0	0	0	0.600	1.000	0.600	1.000	2	3191257	0	#	0	#	0	#	RP1-40E16.9
chr6	-	4133548	4133701	177	113	0	0	0	0.610	1.000	0.610	1.000	113	4133711	0	#	0	#	3	chr6-4133572-4133711,chr6-4133569-4133701,chr6-4133548-4133696	ECI2
chr6	-	6006694	6006726	1	1	0	0	0	0.500	1.000	0.500	1.000	1	6006783	0	#	0	#	3	chr6-6006694-6006916,chr6-6006694-6006749,chr6-6006694-6006887	NRN1
chr6	-	7365467	7365575	3	2	0	0	0	0.600	1.000	0.600	1.000	2	7365630	0	#	0	#	0	#	CAGE1
chr6	+	7559225	7559400	8	2	0	0	0	0.800	1.000	0.800	1.000	2	7559297	0	#	0	#	2	chr6+7559333-7559400	DSP
chr6	+	8437962	8438031	3	1	0	0	0	0.750	1.000	0.750	1.000	1	8437939	0	#	0	#	2	chr6+8437962-8437997,chr6+8437962-8438027	onlyEST
chr6	-	10686965	10687056	2	1	0	0	0	0.667	1.000	0.667	1.000	1	10687164	0	#	0	#	0	#	C6orf52
chr6	-	11803014	11803109	1	1	0	0	0	0.500	1.000	0.500	1.000	1	11803129	0	#	0	#	0	#	ADTRP
chr6	+	12292340	12292509	49	7	0	0	0	0.875	1.000	0.875	1.000	7	12292343	0	#	0	#	1	chr6+12292340-12292503	EDN1
chr6	-	13326786	13326906	61	9	0	0	0	0.871	1.000	0.871	1.000	9	13326963	0	#	0	#	0	#	TBC1D7
chr6	+	18208131	18208206	8	2	0	0	0	0.800	1.000	0.800	1.000	2	18208128	0	#	0	#	0	#	KDM1B
chr6	-	25106358	25106494	6	1	0	0	0	0.857	1.000	0.857	1.000	1	25106529	0	#	0	#	0	#	onlyEST
chr6	+	25606087	25606273	5	3	0	0	0	0.625	1.000	0.625	1.000	1,2	25606060,25606078	0	#	0	#	0	#	LRRC16A
chr6	+	28283755	28284209	4	3	0	0	0	0.571	1.000	0.571	1.000	3	28283775	0	#	0	#	0	#	PGBD1
chr6	-	28392901	28393046	11	2	0	0	0	0.846	1.000	0.846	1.000	2	28393080	0	#	0	#	0	#	ZSCAN12
chr6	+	28529450	28529604	8	2	0	0	0	0.800	1.000	0.800	1.000	2	28529391	0	#	0	#	0	#	GPX5
chr6	-	28999486	28999613	6	2	0	0	0	0.750	1.000	0.750	1.000	1,1	28999632,28999659	0	#	0	#	0	#	ZNF311
chr6	-	29676880	29676913	1	1	0	0	0	0.500	1.000	0.500	1.000	1	29676925	0	#	0	#	0	#	ZFP57
chr6	+	30328888	30329041	25	15	0	0	0	0.625	1.000	0.625	1.000	15	30328908	0	#	0	#	2	chr6+30328908-30329045,chr6+30328929-30329029	TRIM39
chr6	+	30578075	30578202	46	38	0	0	0	0.548	1.000	0.548	1.000	38	30578072	0	#	0	#	5	chr6+30578075-30578181,chr6+30578074-30578202,chr6+30578078-30578202,chr6+30578072-30578199,chr6+30578079-30578201	ABCF1
chr6	+	30986236	30987681	8	2	0	0	0	0.800	1.000	0.800	1.000	2	30987137	0	#	0	#	5	chr6+30986236-30987260,chr6+30987350-30987681,chr6+30986236-30986303,chr6+30986236-30986687	MUC21
chr6	+	31010669	31010776	1	1	0	0	0	0.500	1.000	0.500	1.000	1	31010704	0	#	0	#	0	#	onlyEST
chr6	-	31540321	31540664	229	239	0	0	0	0.489	1.000	0.489	1.000	6,228,4,1	31540401,31540534,31540566,31540646	0	#	0	#	12	chr6-31540331-31540534,chr6-31540321-31540400,chr6-31540567-31540664,chr6-31540321-31540403,chr6-31540321-31540549,chr6-31540321-31540404,chr6-31540321-31540397,chr6-31540541-31540664,chr6-31540321-31540596,chr6-31540424-31540534	ATP6V1G2-DDX39B,DDX39B
chr6	-	31541949	31542148	4	2	0	0	0	0.667	1.000	0.667	1.000	2	31542443	0	#	0	#	1	chr6-31541949-31542028	ATP6V1G2-DDX39B
chr6	+	31631138	31632992	4	1	0	0	0	0.800	1.000	0.800	1.000	1	31632514	0	#	0	#	5	chr6+31631138-31631157,chr6+31631138-31631750,chr6+31632925-31632992,chr6+31631138-31631164	PRRC2A
chr6	-	31663852	31664580	6	5	0	0	0	0.545	1.000	0.545	1.000	5	31664577	0	#	0	#	1	chr6-31663852-31664095	GPANK1
chr6	-	31736261	31736350	19	5	0	0	0	0.792	1.000	0.792	1.000	2,3	31736412,31736290	0	#	0	#	3	chr6-31736262-31736309,chr6-31736261-31736307,chr6-31736261-31736295	CLIC1
chr6	-	31773241	31773437	3	2	0	0	0	0.600	1.000	0.600	1.000	2	31773321	0	#	0	#	0	#	VWA7
chr6	-	31954554	31954892	42	13	0	0	0	0.764	1.000	0.764	1.000	7,1,5	31954877,31954802,31954569	0	#	0	#	17	chr6-31954557-31954892,chr6-31954673-31954892,chr6-31954857-31954892,chr6-31954580-31954892,chr6-31954678-31954892,chr6-31954554-31954577,chr6-31954551-31954892,chr6-31954572-31954892,chr6-31954560-31954892,chr6-31954559-31954877,chr6-31954551-31954877,chr6-31954695-31954877	NELFE
chr6	-	31970605	31970825	14	4	0	0	0	0.778	1.000	0.778	1.000	4	31970752	0	31970592	0	#	2	chr6-31970351-31970825,chr6-31970660-31970825	DXO
chr6	-	32117036	32117107	15	2	0	0	0	0.882	1.000	0.882	1.000	1,1	32117104,32117130	0	#	0	#	0	#	ATF6B
chr6	+	32167086	32167257	22	4	0	0	0	0.846	1.000	0.846	1.000	0,4	32167102,32167146	0	#	0	#	2	chr6+32167086-32167254	PPT2-EGFL8,EGFL8
chr6	-	32192471	32192507	1	1	0	0	0	0.500	1.000	0.500	1.000	1	32192530	0	#	0	#	0	#	GPSM3
chr6	-	32202075	32202599	3	1	0	0	0	0.750	1.000	0.750	1.000	1	32202146	0	#	0	#	0	#	NOTCH4
chr6	-	32349739	32349760	11	2	0	0	0	0.846	1.000	0.846	1.000	2	32349829	0	#	0	#	0	#	C6orf10
chr6	-	32519369	32519651	38	6	0	0	0	0.864	1.000	0.864	1.000	2,4	32519561,32519646	0	#	0	#	13	chr6-32519365-32519651,chr6-32519370-32519435,chr6-32519369-32519642,chr6-32519366-32519651,chr6-32519369-32519606,chr6-32519398-32519601	HLA-DRB5
chr6	-	33188361	33188524	2	1	0	0	0	0.667	1.000	0.667	1.000	1	33188490	0	#	0	#	0	#	COL11A2
chr6	-	33198307	33198464	35	6	0	0	0	0.854	1.000	0.854	1.000	6	33198361	0	#	0	#	2	chr6-33198307-33198366,chr6-33198307-33198340	RXRB
chr6	+	33250615	33250711	3	2	0	0	0	0.600	1.000	0.600	1.000	2	33250608	0	#	0	#	0	#	HCG25
chr6	+	33251577	33251706	2	1	0	0	0	0.667	1.000	0.667	1.000	1	33251512	0	#	0	#	16	chr6+33251517-33251636	HCG25
chr6	+	33289769	33289920	23	4	0	0	0	0.852	1.000	0.852	1.000	4	33289774	0	#	0	#	0	#	PFDN6
chr6	-	33304296	33304638	10	2	0	0	0	0.833	1.000	0.833	1.000	1,1	33304424,33304381	0	#	0	#	1	chr6-33304300-33304638	TAPBP
chr6	+	33446574	33446786	6	1	0	0	0	0.857	1.000	0.857	1.000	1	33446580	0	#	0	#	0	#	SYNGAP1
chr6	+	33447842	33447933	5	1	0	0	0	0.833	1.000	0.833	1.000	1	33447829	0	#	0	#	0	#	SYNGAP1
chr6	+	33584727	33584840	3	1	0	0	0	0.750	1.000	0.750	1.000	1	33584730	0	#	0	#	0	#	onlyEST
chr6	+	33671164	33671306	7	1	0	0	0	0.875	1.000	0.875	1.000	1	33671077	0	#	0	#	0	#	ITPR3
chr6	+	35232849	35232975	8	4	0	0	0	0.667	1.000	0.667	1.000	4	35232852	0	#	0	#	0	#	SCUBE3
chr6	+	35292553	35292787	14	2	0	0	0	0.875	1.000	0.875	1.000	2	35292539	0	#	0	#	2	chr6+35292553-35292644,chr6+35292553-35292726	ZNF76
chr6	+	35458296	35458440	8	2	0	0	0	0.800	1.000	0.800	1.000	2	35458317	0	#	0	#	0	#	FANCE
chr6	-	35729321	35729436	2	1	0	0	0	0.667	1.000	0.667	1.000	1	35729506	0	#	0	#	0	#	onlyEST
chr6	-	35732192	35733335	2	1	0	0	0	0.667	1.000	0.667	1.000	1	35732427	0	#	0	#	0	#	onlyEST
chr6	-	35735079	35735221	3	2	0	0	0	0.600	1.000	0.600	1.000	2	35735364	0	#	0	#	0	#	RP3-510O8.4
chr6	+	36210215	36210528	10	2	0	0	0	0.833	1.000	0.833	1.000	2	36210200	0	#	0	#	0	#	BRPF3
chr6	+	36294189	36294399	6	2	0	0	0	0.750	1.000	0.750	1.000	2	36294162	0	#	0	#	0	#	PNPLA1
chr6	+	37014645	37014704	9	3	0	0	0	0.750	1.000	0.750	1.000	2,1	37014580,37014390	0	#	0	#	0	#	FGD2
chr6	+	37015767	37015860	10	2	0	0	0	0.833	1.000	0.833	1.000	2	37015799	0	#	0	#	0	#	FGD2
chr6	-	37647172	37647324	5	1	0	0	0	0.833	1.000	0.833	1.000	1	37647272	0	#	0	#	0	#	MDGA1
chr6	+	39900076	39900208	12	3	0	0	0	0.800	1.000	0.800	1.000	3	39900079	0	#	0	#	1	chr6+39900078-39900208	DAAM2
chr6	+	40337116	40337259	2	1	0	0	0	0.667	1.000	0.667	1.000	1	40337028	0	#	0	#	0	#	TDRG1
chr6	+	41091527	41091694	15	2	0	0	0	0.882	1.000	0.882	1.000	2	41091545	0	#	0	#	0	#	NFYA
chr6	+	41342035	41342149	3	1	0	0	0	0.750	1.000	0.750	1.000	1	41341999	0	#	0	#	0	#	NCR2
chr6	+	41781349	41781520	15	8	0	0	0	0.652	1.000	0.652	1.000	7,1	41781483,41781423	0	#	0	#	0	#	PRICKLE4
chr6	+	41785336	41785540	11	2	0	0	0	0.846	1.000	0.846	1.000	2	41785341	0	#	0	#	1	chr6+41785336-41785536	PRICKLE4
chr6	+	41789567	41789895	7	2	0	0	0	0.778	1.000	0.778	1.000	2	41789530	0	#	0	#	10	chr6+41789530-41789695,chr6+41789567-41789893,chr6+41789567-41789724,chr6+41789567-41789891,chr6+41789530-41789894,chr6+41789530-41789883,chr6+41789567-41789888	onlyEST
chr6	+	42068464	42068607	7	1	0	0	0	0.875	1.000	0.875	1.000	1	42068503	0	#	0	#	1	chr6+42068464-42068602	TAF8
chr6	+	43006910	43007110	87	31	0	0	0	0.737	1.000	0.737	1.000	31	43006933	0	#	0	#	5	chr6+43006933-43007039,chr6+43006930-43007110,chr6+43006910-43007105,chr6+43006929-43007110,chr6+43006929-43007109	PPP2R5D
chr6	-	43038266	43038472	15	2	0	0	0	0.882	1.000	0.882	1.000	2	43038484	0	#	0	#	0	#	CUL7
chr6	+	43187712	43188118	7	1	0	0	0	0.875	1.000	0.875	1.000	1	43188041	0	#	0	#	1	chr6+43187980-43188118	CUL9
chr6	+	43262788	43263350	4	1	0	0	0	0.800	1.000	0.800	1.000	1	43263274	0	#	0	#	1	chr6+43262788-43263134	TTBK1
chr6	+	43298619	43298751	5	1	0	0	0	0.833	1.000	0.833	1.000	1	43298556	0	#	0	#	0	#	SLC22A7
chr6	+	43433234	43433360	4	2	0	0	0	0.667	1.000	0.667	1.000	2	43432141	0	#	0	#	0	#	ABCC10
chr6	+	43436137	43436247	6	2	0	0	0	0.750	1.000	0.750	1.000	2	43436092	0	#	0	#	0	#	ABCC10
chr6	+	44134560	44134743	18	3	0	0	0	0.857	1.000	0.857	1.000	3	44134419	0	#	0	#	0	#	TMEM63B
chr6	+	44169280	44169531	42	7	0	0	0	0.857	1.000	0.857	1.000	7	44169277	0	#	0	#	6	chr6+44169279-44169531,chr6+44169280-44169322,chr6+44169280-44169521	CAPN11
chr6	-	45914227	45914409	19	3	0	0	0	0.864	1.000	0.864	1.000	3	45914547	0	#	0	#	1	chr6-45914227-45914382	CLIC5
chr6	-	46167433	46168297	5	1	0	0	0	0.833	1.000	0.833	1.000	1	46168006	0	#	0	#	0	#	ENPP5
chr6	+	49511962	49512068	2	1	0	0	0	0.667	1.000	0.667	1.000	1	49511951	0	#	0	#	0	#	GLYATL3
chr6	-	56060017	56060218	12	2	0	0	0	0.857	1.000	0.857	1.000	1,1	56060116,56060213	0	#	0	#	2	chr6-56060017-56060221	COL21A1
chr6	-	63285586	63285753	8	1	0	0	0	0.889	1.000	0.889	1.000	1	63285701	0	#	0	#	0	#	LGSN
chr6	+	70395229	70395266	4	2	0	0	0	0.667	1.000	0.667	1.000	2	70395226	0	#	0	#	0	#	RP11-462G2.1
chr6	+	70475458	70475549	8	7	0	0	0	0.533	1.000	0.533	1.000	7	70475409	0	#	0	#	0	#	FAM135A
chr6	+	70524930	70526698	9	3	0	0	0	0.750	1.000	0.750	1.000	3	70524342	0	#	0	#	0	#	FAM135A
chr6	+	71293532	71293611	12	5	0	0	0	0.706	1.000	0.706	1.000	5	71293529	0	#	0	#	0	#	OGFRL1
chr6	-	71417319	71417392	6	3	0	0	0	0.667	1.000	0.667	1.000	3	71417443	0	#	0	#	0	#	LINC00472
chr6	+	72258124	72258281	22	8	0	0	0	0.733	1.000	0.733	1.000	8	72258127	0	#	0	#	0	#	RIMS1
chr6	-	75095107	75095179	8	1	0	0	0	0.889	1.000	0.889	1.000	1	75095174	0	#	0	#	0	#	COL12A1
chr6	-	78970780	78970888	14	2	0	0	0	0.875	1.000	0.875	1.000	2	78970869	0	#	0	#	0	#	PHIP
chr6	-	78990867	78990985	17	2	0	0	0	0.895	1.000	0.895	1.000	2	78990982	0	#	0	#	0	#	PHIP
chr6	+	80026377	80026514	21	3	0	0	0	0.875	1.000	0.875	1.000	3	80026380	0	#	0	#	0	#	TTK
chr6	+	83113322	83113421	4	1	0	0	0	0.800	1.000	0.800	1.000	1	83113326	0	#	0	#	0	#	DOPEY1
chr6	+	83119774	83119857	4	2	0	0	0	0.667	1.000	0.667	1.000	2	83119747	0	#	0	#	0	#	DOPEY1
chr6	-	83580449	83580599	15	4	0	0	0	0.789	1.000	0.789	1.000	4	83580584	0	#	0	#	0	#	SNAP91
chr6	-	85572297	85572374	85	12	0	0	0	0.876	1.000	0.876	1.000	12	85572371	0	#	0	#	0	#	RP11-321N4.5,SNX14
chr6	+	87409834	87409947	20	12	0	0	0	0.625	1.000	0.625	1.000	12	87409838	0	#	0	#	0	#	CFAP206,RP3-382I10.7
chr6	+	87415685	87415874	14	2	0	0	0	0.875	1.000	0.875	1.000	2	87415562	0	#	0	#	1	chr6+87415685-87415756	CFAP206,RP3-382I10.7
chr6	+	87656905	87656982	25	13	0	0	0	0.658	1.000	0.658	1.000	13	87656902	0	#	0	#	0	#	ORC3
chr6	+	88064098	88064219	3	1	0	0	0	0.750	1.000	0.750	1.000	1	88064079	0	#	0	#	0	#	SPACA1
chr6	-	89106680	89107027	2	1	0	0	0	0.667	1.000	0.667	1.000	1	89107024	0	#	0	#	0	#	SRSF12
chr6	-	89683830	89683904	8	1	0	0	0	0.889	1.000	0.889	1.000	1	89683892	0	#	0	#	0	#	MDN1
chr6	-	89692442	89693148	2	1	0	0	0	0.667	1.000	0.667	1.000	1	89693153	0	#	0	#	1	chr6-89692442-89692719	MDN1
chr6	-	90206568	90206681	22	4	0	0	0	0.846	1.000	0.846	1.000	4	90206676	0	#	0	#	0	#	BACH2
chr6	-	93833261	93833363	1	1	0	0	0	0.500	1.000	0.500	1.000	1	93833420	0	#	0	#	0	#	onlyEST
chr6	-	99414571	99414690	263	54	0	0	0	0.830	1.000	0.830	1.000	53,1	99414686,99414638	0	#	0	#	0	#	PNISR
chr6	-	100867907	100868038	19	3	0	0	0	0.864	1.000	0.864	1.000	3	100868032	0	#	0	#	0	#	ASCC3
chr6	-	106733981	106734077	2	1	0	0	0	0.667	1.000	0.667	1.000	1	106734073	0	#	0	#	0	#	RP1-60O19.1
chr6	+	108561085	108561829	3	2	0	0	0	0.600	1.000	0.600	1.000	2	108561651	0	#	0	#	3	chr6+108561474-108561829,chr6+108561085-108561547,chr6+108561085-108561594	FOXO3
chr6	+	109254447	109254648	2	1	0	0	0	0.667	1.000	0.667	1.000	1	109254458	0	#	0	#	0	#	C6orf183
chr6	-	109448731	109448879	26	4	0	0	0	0.867	1.000	0.867	1.000	4	109448870	0	#	0	#	0	#	MICAL1
chr6	-	109499043	109499240	5	1	0	0	0	0.833	1.000	0.833	1.000	1	109499198	0	#	0	#	0	#	AK9
chr6	-	110105406	110105579	30	4	0	0	0	0.882	1.000	0.882	1.000	4	110105576	0	#	0	#	1	chr6-110105455-110105579	WASF1
